Client ID,Service Start Date
6205,11/3/2020
6205,11/3/2020
12252,11/3/2020
2547,11/3/2020
12252,11/3/2020
12252,11/3/2020
2547,11/3/2020
13575,11/2/2020
8328,11/3/2020
13460,11/3/2020
9634,11/3/2020
9634,11/3/2020
12530,11/3/2020
331,11/3/2020
12530,11/3/2020
4220,11/3/2020
13575,11/2/2020
3063,11/3/2020
4220,11/3/2020
8220,11/3/2020
8220,11/3/2020
10917,11/3/2020
10917,11/3/2020
10917,11/3/2020
13340,11/3/2020
13340,11/3/2020
331,11/3/2020
331,11/3/2020
331,11/3/2020
8328,11/3/2020
13460,11/3/2020
13195,10/30/2020
2547,10/30/2020
2547,10/30/2020
13195,10/30/2020
8220,10/30/2020
10917,10/29/2020
10917,10/29/2020
9082,10/30/2020
2642,10/30/2020
2642,10/30/2020
12502,10/30/2020
12502,10/30/2020
81,10/30/2020
4715,10/29/2020
9082,10/29/2020
794,10/29/2020
794,10/29/2020
11751,10/30/2020
2547,10/30/2020
11751,10/30/2020
8220,10/30/2020
7942,10/30/2020
2642,10/30/2020
12502,10/30/2020
81,10/30/2020
12530,10/29/2020
11466,10/30/2020
11466,10/30/2020
9082,10/30/2020
7942,10/30/2020
9634,6/30/2021
13460,10/29/2020
12530,10/29/2020
13460,10/29/2020
7942,10/29/2020
9082,10/29/2020
794,10/29/2020
12530,10/28/2020
13460,10/28/2020
8479,10/28/2020
7942,10/28/2020
8917,10/28/2020
13010,10/28/2020
13010,10/28/2020
2642,10/28/2020
5877,10/28/2020
7942,10/29/2020
12530,10/28/2020
8479,10/28/2020
7942,10/28/2020
2642,10/28/2020
5877,10/28/2020
9082,10/29/2020
7942,10/28/2020
13010,10/28/2020
6879,10/28/2020
6879,10/28/2020
10917,9/28/2020
10917,9/28/2020
10917,9/28/2020
10917,9/28/2020
10917,9/28/2020
12742,11/23/2020
2547,12/8/2020
11359,11/23/2020
12742,11/23/2020
7631,11/25/2020
7631,11/25/2020
5877,11/23/2020
10980,11/23/2020
10980,11/23/2020
2547,12/8/2020
4444,12/21/2020
4444,12/21/2020
4444,12/21/2020
1605,12/21/2020
1605,12/21/2020
11560,11/25/2020
2547,12/8/2020
13882,12/21/2020
13882,12/21/2020
12530,12/21/2020
12530,12/21/2020
1605,12/21/2020
1605,12/21/2020
13668,12/21/2020
11560,11/25/2020
5877,11/23/2020
13233,12/8/2020
13233,12/8/2020
13655,12/21/2020
13655,12/21/2020
13668,12/21/2020
2547,12/21/2020
2547,12/21/2020
2547,12/21/2020
12502,12/8/2020
11560,11/25/2020
5877,11/23/2020
12471,12/8/2020
11359,12/8/2020
11359,12/8/2020
11359,12/21/2020
11359,12/21/2020
11359,12/21/2020
9624,11/23/2020
9624,11/23/2020
11359,11/23/2020
11359,11/23/2020
12502,12/8/2020
11498,12/8/2020
9624,12/7/2020
9624,12/7/2020
11359,12/21/2020
4715,12/21/2020
4715,12/21/2020
4715,12/21/2020
10980,11/23/2020
11359,12/8/2020
4715,12/21/2020
11498,12/21/2020
11466,12/7/2020
12438,11/23/2020
13340,12/8/2020
12502,12/7/2020
12530,12/21/2020
12530,12/21/2020
11498,12/21/2020
13668,12/21/2020
12438,11/23/2020
1605,11/23/2020
362,11/23/2020
13340,12/8/2020
4715,11/23/2020
4715,11/23/2020
13340,12/8/2020
12502,12/7/2020
8220,12/21/2020
7631,12/21/2020
11349,12/21/2020
4715,11/23/2020
1605,11/23/2020
362,11/23/2020
12530,11/23/2020
10917,11/22/2020
11359,12/7/2020
8220,12/21/2020
7631,12/21/2020
11349,12/21/2020
977,12/21/2020
13233,12/20/2020
1491,12/20/2020
1491,12/20/2020
12502,11/23/2020
12502,11/23/2020
12530,11/23/2020
11359,12/7/2020
11349,12/21/2020
12502,11/23/2020
10917,11/22/2020
11498,12/7/2020
5779,12/7/2020
977,12/21/2020
977,12/21/2020
11560,11/24/2020
4717,12/7/2020
13668,12/7/2020
13668,12/7/2020
5779,12/7/2020
9634,12/10/2020
9634,12/10/2020
9078,12/10/2020
13668,12/10/2020
6879,12/9/2020
6879,12/9/2020
1605,12/9/2020
13460,12/9/2020
10363,12/9/2020
10363,12/9/2020
4717,12/7/2020
81,12/21/2020
13233,12/20/2020
81,12/20/2020
11560,11/24/2020
5779,12/7/2020
11560,11/24/2020
794,12/7/2020
794,12/7/2020
12699,12/7/2020
12502,12/10/2020
4717,12/10/2020
4717,12/10/2020
13668,12/10/2020
12530,12/10/2020
10980,12/10/2020
10980,12/10/2020
5877,12/9/2020
13460,12/9/2020
81,12/21/2020
12438,12/21/2020
9634,12/10/2020
12438,12/21/2020
9634,12/10/2020
12502,12/10/2020
11498,12/10/2020
9078,12/10/2020
7069,12/9/2020
81,12/20/2020
12471,12/9/2020
4717,11/24/2020
6899,11/24/2020
1605,12/9/2020
5877,12/9/2020
4444,12/9/2020
6899,12/9/2020
4717,12/9/2020
13127,12/20/2020
13127,12/20/2020
9624,12/20/2020
9624,12/20/2020
1701,11/24/2020
1701,11/24/2020
1701,11/24/2020
4717,12/9/2020
11498,12/9/2020
5877,12/9/2020
5877,12/9/2020
9078,11/24/2020
9078,11/24/2020
10980,9/29/2020
9558,11/24/2020
4717,11/24/2020
9624,12/20/2020
9078,12/20/2020
9078,12/20/2020
9558,11/24/2020
9078,12/20/2020
7069,11/24/2020
12502,11/24/2020
9558,12/20/2020
10980,9/29/2020
12502,11/24/2020
9558,12/20/2020
9558,12/20/2020
11359,12/20/2020
11359,12/20/2020
10980,9/29/2020
11466,11/24/2020
11359,12/20/2020
11466,11/24/2020
11377,11/25/2020
11377,11/25/2020
13547,11/25/2020
13547,11/25/2020
10917,12/20/2020
10917,12/20/2020
10917,12/20/2020
5877,11/25/2020
6879,11/25/2020
10363,11/25/2020
4717,11/25/2020
4717,11/25/2020
11359,11/25/2020
11359,11/25/2020
10363,11/25/2020
13572,12/20/2020
13572,12/20/2020
7631,12/19/2020
6879,11/25/2020
7631,12/19/2020
80,12/19/2020
7631,11/25/2020
13575,11/25/2020
80,12/19/2020
12530,12/19/2020
12530,12/19/2020
10980,11/25/2020
9558,11/25/2020
1605,12/19/2020
1605,12/19/2020
1605,12/19/2020
9634,12/19/2020
9634,12/19/2020
13575,12/19/2020
13575,12/19/2020
1491,12/19/2020
1491,12/19/2020
9634,12/19/2020
81,12/19/2020
12471,12/18/2020
5877,12/18/2020
5877,12/18/2020
6462,11/25/2020
1491,12/19/2020
8220,11/25/2020
4715,12/19/2020
9634,11/25/2020
4444,12/19/2020
9634,11/25/2020
4444,12/19/2020
12438,12/19/2020
12438,12/19/2020
4444,12/19/2020
13460,12/19/2020
13460,12/19/2020
81,12/19/2020
13340,12/18/2020
10917,12/18/2020
10917,12/18/2020
10917,12/18/2020
4717,12/18/2020
4715,12/18/2020
5877,12/18/2020
12471,12/17/2020
8328,12/18/2020
8328,12/18/2020
12471,12/17/2020
12471,12/17/2020
12471,12/17/2020
12471,12/17/2020
4717,12/17/2020
4717,12/17/2020
977,12/17/2020
9624,12/17/2020
12502,12/17/2020
9634,12/18/2020
9634,12/18/2020
4717,12/18/2020
4717,12/18/2020
11498,12/18/2020
13233,12/17/2020
13233,12/17/2020
977,12/17/2020
9624,12/17/2020
12502,12/17/2020
1491,12/17/2020
81,12/17/2020
81,12/17/2020
1605,12/17/2020
5779,12/16/2020
1605,12/17/2020
1605,12/17/2020
8220,12/16/2020
5779,12/16/2020
1605,12/17/2020
80,12/16/2020
80,12/16/2020
81,12/16/2020
11359,12/16/2020
2642,12/16/2020
10363,12/17/2020
13882,12/17/2020
13460,12/15/2020
81,12/16/2020
11359,12/16/2020
2642,12/16/2020
6462,12/16/2020
13882,12/17/2020
13460,12/15/2020
7631,12/15/2020
6074,6/29/2021
12230,6/29/2021
8169,6/29/2021
8169,6/29/2021
81,6/29/2021
6462,12/16/2020
12742,12/17/2020
12742,12/17/2020
7631,12/15/2020
2642,12/15/2020
2642,12/15/2020
4715,12/15/2020
4715,12/15/2020
4715,12/15/2020
6879,12/15/2020
6879,12/15/2020
977,12/15/2020
977,12/15/2020
13882,12/15/2020
11498,12/15/2020
12471,12/15/2020
12471,12/15/2020
13233,12/15/2020
13233,12/15/2020
13233,12/15/2020
11498,12/14/2020
9078,12/14/2020
4715,12/14/2020
4715,12/14/2020
13578,10/12/2020
13578,10/12/2020
10363,10/12/2020
7942,10/12/2020
1640,10/12/2020
13520,10/13/2020
10363,10/12/2020
11751,10/12/2020
2642,10/11/2020
1640,10/12/2020
7631,10/13/2020
11751,10/12/2020
12438,12/14/2020
12438,12/14/2020
7942,10/12/2020
2642,10/11/2020
13572,12/14/2020
1491,12/15/2020
1640,10/12/2020
1640,10/12/2020
8917,10/13/2020
4530,10/13/2020
4530,10/13/2020
13572,12/14/2020
13882,12/14/2020
9634,12/15/2020
9634,12/15/2020
11359,12/15/2020
13578,10/12/2020
8917,10/13/2020
10917,10/13/2020
10917,10/13/2020
9078,12/15/2020
7631,10/13/2020
12252,10/13/2020
9078,12/15/2020
12252,10/13/2020
9078,12/15/2020
7942,10/13/2020
7942,10/13/2020
794,12/14/2020
977,12/13/2020
977,12/13/2020
1491,12/13/2020
1491,12/13/2020
1605,12/14/2020
10917,12/14/2020
10917,12/14/2020
794,12/14/2020
13460,12/14/2020
4220,10/13/2020
1605,12/14/2020
794,12/14/2020
13340,12/14/2020
11359,12/14/2020
12502,12/14/2020
4220,10/13/2020
10917,12/14/2020
6205,10/13/2020
8220,10/14/2020
8220,10/14/2020
11359,12/14/2020
6205,10/13/2020
12502,12/14/2020
12230,6/29/2021
9201,6/29/2021
3474,10/14/2020
12530,12/14/2020
977,12/14/2020
3474,10/14/2020
13340,10/14/2020
12530,12/14/2020
11359,12/12/2020
13233,12/12/2020
13233,12/12/2020
12252,12/12/2020
12252,12/12/2020
13340,10/14/2020
2547,10/14/2020
3474,10/13/2020
2642,10/14/2020
2642,10/14/2020
1640,10/14/2020
362,10/14/2020
1512,10/14/2020
977,12/14/2020
7631,12/12/2020
13340,10/14/2020
1512,10/14/2020
7631,12/12/2020
11359,12/12/2020
11359,12/12/2020
13233,12/12/2020
11498,12/12/2020
11498,12/12/2020
977,12/12/2020
977,12/12/2020
1491,12/12/2020
1491,12/12/2020
1491,12/12/2020
1605,12/12/2020
4444,12/13/2020
1491,12/12/2020
1491,12/12/2020
9634,12/12/2020
4220,12/12/2020
4220,12/12/2020
4220,12/12/2020
9624,12/12/2020
9624,12/12/2020
8220,12/12/2020
12502,12/11/2020
9558,12/11/2020
9558,12/11/2020
4444,12/11/2020
2547,10/14/2020
2547,10/14/2020
3474,10/13/2020
10917,10/14/2020
10917,10/14/2020
10917,10/14/2020
362,10/14/2020
12530,12/12/2020
4444,10/14/2020
4444,10/14/2020
5877,10/14/2020
5877,10/14/2020
12530,12/12/2020
12530,12/12/2020
13520,10/14/2020
7942,10/15/2020
977,12/12/2020
5877,10/14/2020
7942,10/15/2020
7942,10/15/2020
4530,10/15/2020
1512,10/15/2020
1640,10/16/2020
1512,10/16/2020
12699,10/16/2020
12699,10/16/2020
13340,10/16/2020
2642,10/16/2020
4530,10/19/2020
9082,10/19/2020
10363,10/19/2020
4220,10/18/2020
13287,10/19/2020
9078,10/19/2020
4444,10/19/2020
4444,10/19/2020
7942,10/19/2020
7942,10/19/2020
4715,10/19/2020
10917,10/20/2020
13010,10/20/2020
2642,10/20/2020
2642,10/20/2020
2642,10/20/2020
9082,10/20/2020
4530,10/15/2020
9558,10/15/2020
7631,10/15/2020
9921,10/15/2020
1605,12/12/2020
1605,12/12/2020
9558,10/15/2020
12252,10/15/2020
9078,10/15/2020
1491,12/13/2020
1491,12/13/2020
4444,12/13/2020
13460,12/12/2020
13460,12/12/2020
13340,10/16/2020
9558,10/15/2020
12252,10/15/2020
7631,10/15/2020
1512,10/15/2020
10363,10/16/2020
10363,10/16/2020
1512,10/16/2020
4530,10/16/2020
4444,10/16/2020
9078,10/15/2020
5877,10/15/2020
5877,10/15/2020
7942,10/16/2020
7942,10/16/2020
10363,10/16/2020
13719,12/12/2020
3526,12/12/2020
3526,12/12/2020
4715,12/12/2020
9634,12/12/2020
10980,12/12/2020
10980,12/12/2020
8220,12/12/2020
12502,12/11/2020
2547,12/11/2020
4444,12/11/2020
80,12/11/2020
80,12/11/2020
12699,12/11/2020
6205,10/16/2020
6205,10/16/2020
4444,10/16/2020
7631,10/16/2020
7631,10/16/2020
5877,10/16/2020
5877,10/16/2020
5877,10/16/2020
2642,10/16/2020
9078,10/16/2020
13520,10/16/2020
1512,10/17/2020
12502,12/11/2020
9201,6/29/2021
4530,10/16/2020
9078,10/16/2020
4530,10/19/2020
9082,10/19/2020
12688,10/19/2020
9078,10/18/2020
4715,10/19/2020
2547,12/11/2020
2547,12/11/2020
9558,12/11/2020
4444,12/11/2020
5779,12/11/2020
5779,12/11/2020
11498,12/11/2020
13520,10/16/2020
1512,10/17/2020
10363,10/19/2020
81,6/29/2021
9078,10/18/2020
9078,10/19/2020
81,10/19/2020
4715,10/19/2020
10980,10/20/2020
12699,12/11/2020
13655,12/11/2020
13655,12/11/2020
9078,10/19/2020
81,10/19/2020
10917,10/20/2020
13010,10/20/2020
13010,10/20/2020
10980,10/20/2020
1605,12/11/2020
1605,12/11/2020
13578,10/20/2020
9082,10/20/2020
8917,10/21/2020
13578,10/20/2020
12471,10/20/2020
10363,10/21/2020
9078,10/21/2020
11751,10/22/2020
6879,10/22/2020
13578,10/20/2020
13460,10/20/2020
9634,10/21/2020
9634,10/21/2020
12438,10/21/2020
12438,10/21/2020
8917,10/21/2020
7942,10/21/2020
10363,10/21/2020
13287,10/21/2020
13575,10/21/2020
11751,10/22/2020
2642,10/22/2020
11751,10/21/2020
2642,10/22/2020
6879,10/22/2020
1512,10/22/2020
1512,10/22/2020
9634,10/22/2020
9634,10/22/2020
9634,10/22/2020
12252,10/9/2020
10917,10/9/2020
12438,10/22/2020
12438,10/22/2020
8220,10/22/2020
13520,10/9/2020
12252,10/9/2020
10917,10/9/2020
1512,10/11/2020
1512,10/11/2020
1512,10/11/2020
10363,10/11/2020
10363,10/11/2020
2642,10/9/2020
2642,10/9/2020
4530,10/9/2020
13460,10/9/2020
7987,10/7/2020
2642,10/7/2020
12699,10/9/2020
4530,10/9/2020
8220,10/22/2020
12699,10/9/2020
9558,10/9/2020
7942,10/22/2020
9558,10/22/2020
12252,10/22/2020
13340,10/22/2020
13340,10/22/2020
10917,10/22/2020
4530,10/9/2020
4530,10/9/2020
13460,10/9/2020
9558,10/9/2020
9558,10/9/2020
7987,10/7/2020
7942,10/22/2020
1512,10/22/2020
9558,10/22/2020
13340,10/22/2020
10917,10/22/2020
10917,10/22/2020
12252,10/22/2020
1512,10/22/2020
4715,10/21/2020
9558,9/7/2020
10363,10/7/2020
8917,10/7/2020
4530,10/7/2020
9558,9/7/2020
9634,10/7/2020
4530,10/7/2020
7942,10/7/2020
8220,10/7/2020
8220,10/7/2020
10363,10/7/2020
9634,10/7/2020
8917,10/7/2020
4530,10/7/2020
7942,10/7/2020
7942,10/7/2020
4715,10/6/2020
4715,9/28/2020
4715,10/6/2020
8220,10/6/2020
8328,9/28/2020
794,9/28/2020
9558,9/28/2020
8220,9/28/2020
13010,9/28/2020
4530,9/29/2020
4530,9/29/2020
8220,10/6/2020
2642,10/6/2020
2642,10/6/2020
9078,9/28/2020
794,9/28/2020
4530,9/28/2020
4530,9/28/2020
4715,9/28/2020
8328,9/28/2020
9078,9/28/2020
9558,9/28/2020
9499,9/28/2020
9499,9/28/2020
4530,9/28/2020
12530,9/28/2020
4717,9/28/2020
4717,9/28/2020
4717,9/28/2020
12530,9/28/2020
13010,9/28/2020
9558,9/30/2020
9078,9/30/2020
8220,9/28/2020
1512,9/30/2020
9078,9/30/2020
9558,9/30/2020
12530,9/29/2020
7942,9/30/2020
12530,9/29/2020
7942,9/30/2020
7942,9/30/2020
12252,9/29/2020
12252,9/29/2020
2547,9/29/2020
13010,9/30/2020
2547,9/29/2020
13010,9/30/2020
2642,9/29/2020
13195,9/29/2020
13010,9/30/2020
2642,9/29/2020
13195,9/29/2020
13010,10/3/2020
13010,10/3/2020
13010,10/3/2020
2642,10/2/2020
11751,10/2/2020
11751,10/2/2020
4530,10/2/2020
1640,10/2/2020
7942,10/2/2020
7942,10/2/2020
2642,10/2/2020
1512,10/2/2020
4530,10/2/2020
1640,10/2/2020
1512,10/2/2020
1640,10/2/2020
1640,10/2/2020
7942,10/2/2020
7942,10/2/2020
2547,10/1/2020
2547,10/1/2020
11751,10/1/2020
11751,10/1/2020
110,10/1/2020
110,10/1/2020
2642,10/1/2020
2642,10/1/2020
12699,10/1/2020
12252,10/1/2020
12699,10/1/2020
4530,10/1/2020
4530,10/1/2020
4530,10/1/2020
4530,10/1/2020
1640,10/1/2020
108,10/1/2020
108,10/1/2020
6205,10/5/2020
2642,10/5/2020
12699,10/1/2020
1640,10/1/2020
10980,10/1/2020
10980,10/1/2020
7942,10/1/2020
7942,10/1/2020
4830,10/5/2020
12252,10/1/2020
6205,10/5/2020
2642,10/5/2020
9558,10/5/2020
9558,10/5/2020
8220,10/5/2020
8220,10/5/2020
10917,10/5/2020
10917,10/5/2020
11751,10/5/2020
11751,10/5/2020
1512,10/5/2020
6879,10/5/2020
4530,10/5/2020
4530,10/5/2020
1512,10/5/2020
6879,10/5/2020
4715,10/5/2020
4715,10/5/2020
977,10/5/2020
977,10/5/2020
10709,6/1/2021
11559,6/1/2021
11559,6/1/2021
11559,6/1/2021
11559,6/1/2021
10363,6/1/2021
10363,6/1/2021
10363,6/1/2021
13572,6/1/2021
13572,6/1/2021
2547,6/1/2021
2547,6/1/2021
7942,6/1/2021
11559,6/1/2021
9634,6/1/2021
2547,6/1/2021
2398,6/1/2021
11559,6/1/2021
9082,6/1/2021
5269,6/1/2021
5269,6/1/2021
794,6/1/2021
794,6/1/2021
9634,6/1/2021
9634,6/1/2021
9082,6/1/2021
5361,6/1/2021
5361,6/1/2021
5361,6/1/2021
13248,6/1/2021
13248,6/1/2021
13248,6/1/2021
13572,6/3/2021
13572,6/3/2021
14399,6/3/2021
10917,6/3/2021
10917,6/3/2021
10917,6/3/2021
4444,10/27/2020
4444,10/27/2020
4530,10/27/2020
2642,10/27/2020
12252,10/26/2020
6879,10/26/2020
13340,6/3/2021
6205,10/27/2020
7942,10/27/2020
7942,10/27/2020
6205,10/27/2020
2642,10/27/2020
11751,10/26/2020
12252,10/26/2020
11751,10/26/2020
7942,10/27/2020
13340,6/3/2021
6879,10/26/2020
13340,6/3/2021
7942,10/26/2020
10709,6/3/2021
9078,6/3/2021
7942,10/26/2020
10709,6/3/2021
4715,10/26/2020
4715,10/26/2020
4715,10/26/2020
81,10/26/2020
4715,10/26/2020
9634,10/26/2020
12530,10/26/2020
8220,10/26/2020
9634,10/26/2020
12530,10/26/2020
81,10/26/2020
9078,6/3/2021
14233,6/3/2021
13680,6/3/2021
2398,6/3/2021
8220,10/26/2020
81,10/26/2020
9078,6/3/2021
10980,10/26/2020
4530,10/26/2020
5361,6/3/2021
10980,10/26/2020
5361,6/3/2021
9078,6/3/2021
9078,6/3/2021
12530,6/3/2021
12530,6/3/2021
4530,10/26/2020
5361,6/3/2021
14618,6/3/2021
9078,6/3/2021
13680,6/3/2021
5269,6/3/2021
4530,10/26/2020
4530,10/26/2020
12530,6/3/2021
14233,6/3/2021
11751,10/26/2020
13575,10/26/2020
11751,10/26/2020
8917,6/3/2021
5269,6/3/2021
5269,6/3/2021
5269,6/3/2021
11751,10/26/2020
13575,10/26/2020
13575,10/26/2020
13575,10/26/2020
7942,10/23/2020
7942,10/23/2020
9078,10/23/2020
9078,10/23/2020
7631,10/23/2020
2547,10/23/2020
8220,10/23/2020
8220,10/23/2020
2547,10/23/2020
4530,10/23/2020
4530,10/23/2020
9078,10/23/2020
10917,10/23/2020
13460,10/23/2020
7631,10/23/2020
2642,10/23/2020
10917,10/23/2020
2642,10/23/2020
10917,10/23/2020
13460,10/23/2020
13460,10/23/2020
13340,1/3/2021
13127,1/3/2021
13127,1/3/2021
12438,1/3/2021
9558,1/3/2021
9921,1/3/2021
6590,12/2/2020
13127,1/3/2021
9078,1/3/2021
9078,1/3/2021
12438,1/3/2021
11359,12/2/2020
11498,12/2/2020
12438,1/3/2021
11359,12/2/2020
13719,12/2/2020
7631,1/3/2021
7631,1/3/2021
13680,1/3/2021
13680,1/3/2021
9082,12/2/2020
7942,1/3/2021
7942,1/3/2021
7631,1/2/2021
13753,12/2/2020
4444,1/3/2021
4444,1/3/2021
13460,1/2/2021
11086,7/2/2020
11081,7/2/2020
9634,7/2/2020
9634,7/1/2020
9634,7/1/2020
10917,7/1/2020
7631,7/1/2020
13753,12/2/2020
13460,1/2/2021
7631,1/2/2021
2547,12/2/2020
5877,12/1/2020
2547,12/2/2020
8220,12/1/2020
4715,12/1/2020
11359,12/1/2020
11359,12/1/2020
9078,12/1/2020
11498,1/2/2021
13340,11/16/2020
7942,11/16/2020
13340,11/16/2020
5877,12/1/2020
10980,12/2/2020
1512,12/3/2020
8220,12/1/2020
4715,12/1/2020
10917,12/1/2020
362,12/1/2020
7942,11/16/2020
11751,11/16/2020
2547,12/2/2020
9624,12/2/2020
10980,12/2/2020
10917,12/1/2020
12502,12/1/2020
362,12/1/2020
11359,12/1/2020
11498,1/2/2021
11498,1/2/2021
6879,1/2/2021
6879,1/2/2021
11751,11/16/2020
11466,11/16/2020
11466,11/16/2020
5779,11/16/2020
12530,11/16/2020
10980,11/16/2020
6879,12/2/2020
6879,12/2/2020
11466,11/16/2020
5779,11/16/2020
9624,11/16/2020
12530,11/16/2020
11241,11/16/2020
9624,12/2/2020
10917,12/1/2020
12502,12/1/2020
9624,12/1/2020
9624,12/1/2020
43,1/2/2021
9624,11/16/2020
11359,12/1/2020
10917,11/30/2020
7631,11/30/2020
9624,1/2/2021
11241,11/16/2020
9624,1/2/2021
10980,11/16/2020
9624,11/16/2020
9624,11/16/2020
11560,12/1/2020
10917,11/30/2020
10917,11/30/2020
11359,11/30/2020
11359,11/30/2020
4444,11/30/2020
4717,12/1/2020
4717,12/1/2020
1605,11/30/2020
12530,11/30/2020
9078,12/1/2020
11560,12/1/2020
13340,12/1/2020
13680,1/2/2021
10917,11/30/2020
7631,11/30/2020
4444,11/30/2020
11560,11/30/2020
1605,11/30/2020
4715,11/30/2020
4715,11/30/2020
12530,11/30/2020
7631,11/30/2020
5779,11/30/2020
5779,11/30/2020
13680,1/2/2021
12438,1/2/2021
12438,1/2/2021
10980,1/2/2021
10980,1/2/2021
7986,1/2/2021
12742,12/1/2020
13572,1/2/2021
12742,12/1/2020
7631,11/30/2020
5779,11/30/2020
13572,1/2/2021
12438,1/2/2021
12438,1/2/2021
13575,11/16/2020
13575,11/16/2020
